engine_code	glyph_index	NFT_byte_offset
3E3B	FFFF	unsupported
3E3C	FFFF	unsupported
3E3D	FFFF	unsupported
3E3E	FFFF	unsupported
3E3F	FFFF	unsupported
3E40	FFFF	unsupported
3E41	FFFF	unsupported
3E42	FFFF	unsupported
3E43	FFFF	unsupported
3E44	FFFF	unsupported
3E45	FFFF	unsupported
3E46	FFFF	unsupported
3E47	FFFF	unsupported
3E48	FFFF	unsupported
3E49	FFFF	unsupported
3E4A	FFFF	unsupported
3E4B	FFFF	unsupported
3E4C	FFFF	unsupported
3E4D	FFFF	unsupported
3E4E	FFFF	unsupported
3E4F	FFFF	unsupported
3E50	FFFF	unsupported
3E51	FFFF	unsupported
3E52	FFFF	unsupported
3E53	FFFF	unsupported
3E54	FFFF	unsupported
3E55	FFFF	unsupported
3E56	FFFF	unsupported
3E57	FFFF	unsupported
3E58	FFFF	unsupported
3E59	FFFF	unsupported
3E5A	FFFF	unsupported
3E5B	FFFF	unsupported
3E5C	FFFF	unsupported
3E5D	FFFF	unsupported
3E5E	FFFF	unsupported
3E5F	FFFF	unsupported
3E60	FFFF	unsupported
3E61	FFFF	unsupported
3E62	FFFF	unsupported
3E63	FFFF	unsupported
3E64	FFFF	unsupported
3E65	FFFF	unsupported
3E66	FFFF	unsupported
3E67	FFFF	unsupported
3E68	FFFF	unsupported
3E69	FFFF	unsupported
3E6A	FFFF	unsupported
3E6B	FFFF	unsupported
3E6C	FFFF	unsupported
3E6D	FFFF	unsupported
3E6E	FFFF	unsupported
3E6F	FFFF	unsupported
3E70	FFFF	unsupported
3E71	FFFF	unsupported
3E72	FFFF	unsupported
3E73	FFFF	unsupported
3E74	FFFF	unsupported
3E75	FFFF	unsupported
3E76	FFFF	unsupported
3E77	FFFF	unsupported
3E78	FFFF	unsupported
3E79	FFFF	unsupported
3E7A	FFFF	unsupported
3E7B	FFFF	unsupported
3E7C	FFFF	unsupported
3E7D	FFFF	unsupported
3E7E	FFFF	unsupported
3E7F	FFFF	unsupported
3E80	FFFF	unsupported
3E81	FFFF	unsupported
3E82	FFFF	unsupported
3E83	FFFF	unsupported
3E84	FFFF	unsupported
3E85	FFFF	unsupported
3E86	FFFF	unsupported
3E87	FFFF	unsupported
3E88	FFFF	unsupported
3E89	FFFF	unsupported
3E8A	FFFF	unsupported
3E8B	FFFF	unsupported
3E8C	FFFF	unsupported
3E8D	FFFF	unsupported
3E8E	FFFF	unsupported
3E8F	FFFF	unsupported
3E90	FFFF	unsupported
3E91	FFFF	unsupported
3E92	FFFF	unsupported
3E93	FFFF	unsupported
3E94	FFFF	unsupported
3E95	FFFF	unsupported
3E96	FFFF	unsupported
3E97	FFFF	unsupported
3E98	FFFF	unsupported
3E99	FFFF	unsupported
3E9A	FFFF	unsupported
3E9B	FFFF	unsupported
3E9C	FFFF	unsupported
3E9D	FFFF	unsupported
3E9E	FFFF	unsupported
3E9F	FFFF	unsupported
3EA0	FFFF	unsupported
3EA1	FFFF	unsupported
3EA2	FFFF	unsupported
3EA3	FFFF	unsupported
3EA4	FFFF	unsupported
3EA5	FFFF	unsupported
3EA6	FFFF	unsupported
3EA7	FFFF	unsupported
3EA8	FFFF	unsupported
3EA9	FFFF	unsupported
3EAA	FFFF	unsupported
3EAB	FFFF	unsupported
3EAC	FFFF	unsupported
3EAD	FFFF	unsupported
3EAE	FFFF	unsupported
3EAF	FFFF	unsupported
3EB0	FFFF	unsupported
3EB1	FFFF	unsupported
3EB2	FFFF	unsupported
3EB3	FFFF	unsupported
3EB4	FFFF	unsupported
3EB5	FFFF	unsupported
3EB6	FFFF	unsupported
3EB7	FFFF	unsupported
3EB8	FFFF	unsupported
3EB9	FFFF	unsupported
3EBA	FFFF	unsupported
3EBB	FFFF	unsupported
3EBC	FFFF	unsupported
3EBD	FFFF	unsupported
3EBE	FFFF	unsupported
3EBF	FFFF	unsupported
3EC0	FFFF	unsupported
3EC1	FFFF	unsupported
3EC2	FFFF	unsupported
3EC3	FFFF	unsupported
3EC4	FFFF	unsupported
3EC5	FFFF	unsupported
3EC6	FFFF	unsupported
3EC7	FFFF	unsupported
3EC8	FFFF	unsupported
3EC9	FFFF	unsupported
3ECA	FFFF	unsupported
3ECB	FFFF	unsupported
3ECC	FFFF	unsupported
3ECD	FFFF	unsupported
3ECE	FFFF	unsupported
3ECF	FFFF	unsupported
3ED0	FFFF	unsupported
3ED1	FFFF	unsupported
3ED2	FFFF	unsupported
3ED3	FFFF	unsupported
3ED4	FFFF	unsupported
3ED5	FFFF	unsupported
3ED6	FFFF	unsupported
3ED7	FFFF	unsupported
3ED8	FFFF	unsupported
3ED9	FFFF	unsupported
3EDA	FFFF	unsupported
3EDB	FFFF	unsupported
3EDC	FFFF	unsupported
3EDD	FFFF	unsupported
3EDE	FFFF	unsupported
3EDF	FFFF	unsupported
3EE0	FFFF	unsupported
3EE1	FFFF	unsupported
3EE2	FFFF	unsupported
3EE3	FFFF	unsupported
3EE4	FFFF	unsupported
3EE5	FFFF	unsupported
3EE6	FFFF	unsupported
3EE7	FFFF	unsupported
3EE8	FFFF	unsupported
3EE9	FFFF	unsupported
3EEA	FFFF	unsupported
3EEB	FFFF	unsupported
3EEC	FFFF	unsupported
3EED	FFFF	unsupported
3EEE	FFFF	unsupported
3EEF	FFFF	unsupported
3EF0	FFFF	unsupported
3EF1	FFFF	unsupported
3EF2	FFFF	unsupported
3EF3	FFFF	unsupported
3EF4	FFFF	unsupported
3EF5	FFFF	unsupported
3EF6	FFFF	unsupported
3EF7	FFFF	unsupported
3EF8	FFFF	unsupported
3EF9	FFFF	unsupported
3EFA	FFFF	unsupported
3EFB	FFFF	unsupported
3EFC	FFFF	unsupported
3EFD	FFFF	unsupported
3EFE	FFFF	unsupported
3EFF	FFFF	unsupported
3F00	FFFF	unsupported
3F01	FFFF	unsupported
3F02	FFFF	unsupported
3F03	FFFF	unsupported
3F04	FFFF	unsupported
3F05	FFFF	unsupported
3F06	FFFF	unsupported
3F07	FFFF	unsupported
3F08	FFFF	unsupported
3F09	FFFF	unsupported
3F0A	FFFF	unsupported
3F0B	FFFF	unsupported
3F0C	FFFF	unsupported
3F0D	FFFF	unsupported
3F0E	FFFF	unsupported
3F0F	FFFF	unsupported
3F10	FFFF	unsupported
3F11	FFFF	unsupported
3F12	FFFF	unsupported
3F13	FFFF	unsupported
3F14	FFFF	unsupported
3F15	FFFF	unsupported
3F16	FFFF	unsupported
3F17	FFFF	unsupported
3F18	FFFF	unsupported
3F19	FFFF	unsupported
3F1A	FFFF	unsupported
3F1B	FFFF	unsupported
3F1C	FFFF	unsupported
3F1D	FFFF	unsupported
3F1E	FFFF	unsupported
3F1F	FFFF	unsupported
3F20	FFFF	unsupported
3F21	FFFF	unsupported
3F22	FFFF	unsupported
3F23	FFFF	unsupported
3F24	FFFF	unsupported
3F25	FFFF	unsupported
3F26	FFFF	unsupported
3F27	FFFF	unsupported
3F28	FFFF	unsupported
3F29	FFFF	unsupported
3F2A	FFFF	unsupported
3F2B	FFFF	unsupported
3F2C	FFFF	unsupported
3F2D	FFFF	unsupported
3F2E	FFFF	unsupported
3F2F	FFFF	unsupported
3F30	FFFF	unsupported
3F31	FFFF	unsupported
3F32	FFFF	unsupported
3F33	FFFF	unsupported
3F34	FFFF	unsupported
3F35	FFFF	unsupported
3F36	FFFF	unsupported
3F37	FFFF	unsupported
3F38	FFFF	unsupported
3F39	FFFF	unsupported
3F3A	FFFF	unsupported
3F3B	FFFF	unsupported
3F3C	FFFF	unsupported
3F3D	FFFF	unsupported
3F3E	FFFF	unsupported
3F3F	FFFF	unsupported
3F40	FFFF	unsupported
3F41	FFFF	unsupported
3F42	FFFF	unsupported
3F43	FFFF	unsupported
3F44	FFFF	unsupported
3F45	FFFF	unsupported
3F46	FFFF	unsupported
3F47	FFFF	unsupported
3F48	FFFF	unsupported
3F49	FFFF	unsupported
3F4A	FFFF	unsupported
3F4B	FFFF	unsupported
3F4C	FFFF	unsupported
3F4D	FFFF	unsupported
3F4E	FFFF	unsupported
3F4F	FFFF	unsupported
3F50	FFFF	unsupported
3F51	FFFF	unsupported
3F52	FFFF	unsupported
3F53	FFFF	unsupported
3F54	FFFF	unsupported
3F55	FFFF	unsupported
3F56	FFFF	unsupported
3F57	FFFF	unsupported
3F58	FFFF	unsupported
3F59	FFFF	unsupported
3F5A	FFFF	unsupported
3F5B	FFFF	unsupported
3F5C	FFFF	unsupported
3F5D	FFFF	unsupported
3F5E	FFFF	unsupported
3F5F	FFFF	unsupported
3F60	FFFF	unsupported
3F61	FFFF	unsupported
3F62	FFFF	unsupported
3F63	FFFF	unsupported
3F64	FFFF	unsupported
3F65	FFFF	unsupported
3F66	FFFF	unsupported
3F67	FFFF	unsupported
3F68	FFFF	unsupported
3F69	FFFF	unsupported
3F6A	FFFF	unsupported
3F6B	FFFF	unsupported
3F6C	FFFF	unsupported
3F6D	FFFF	unsupported
3F6E	FFFF	unsupported
3F6F	FFFF	unsupported
3F70	FFFF	unsupported
3F71	FFFF	unsupported
3F72	FFFF	unsupported
3F73	FFFF	unsupported
3F74	FFFF	unsupported
3F75	FFFF	unsupported
3F76	FFFF	unsupported
3F77	FFFF	unsupported
3F78	FFFF	unsupported
3F79	FFFF	unsupported
3F7A	FFFF	unsupported
3F7B	FFFF	unsupported
3F7C	FFFF	unsupported
3F7D	FFFF	unsupported
3F7E	FFFF	unsupported
3F7F	FFFF	unsupported
3F80	FFFF	unsupported
3F81	FFFF	unsupported
3F82	FFFF	unsupported
3F83	FFFF	unsupported
3F84	FFFF	unsupported
3F85	FFFF	unsupported
3F86	FFFF	unsupported
3F87	FFFF	unsupported
3F88	FFFF	unsupported
3F89	FFFF	unsupported
3F8A	FFFF	unsupported
3F8B	FFFF	unsupported
3F8C	FFFF	unsupported
3F8D	FFFF	unsupported
3F8E	FFFF	unsupported
3F8F	FFFF	unsupported
3F90	FFFF	unsupported
3F91	FFFF	unsupported
3F92	FFFF	unsupported
3F93	FFFF	unsupported
3F94	FFFF	unsupported
3F95	FFFF	unsupported
3F96	FFFF	unsupported
3F97	FFFF	unsupported
3F98	FFFF	unsupported
3F99	FFFF	unsupported
3F9A	FFFF	unsupported
3F9B	FFFF	unsupported
3F9C	FFFF	unsupported
3F9D	FFFF	unsupported
3F9E	FFFF	unsupported
3F9F	FFFF	unsupported
3FA0	FFFF	unsupported
3FA1	FFFF	unsupported
3FA2	FFFF	unsupported
3FA3	FFFF	unsupported
3FA4	FFFF	unsupported
3FA5	FFFF	unsupported
3FA6	FFFF	unsupported
3FA7	FFFF	unsupported
3FA8	FFFF	unsupported
3FA9	FFFF	unsupported
3FAA	FFFF	unsupported
3FAB	FFFF	unsupported
3FAC	FFFF	unsupported
3FAD	FFFF	unsupported
3FAE	FFFF	unsupported
3FAF	FFFF	unsupported
3FB0	FFFF	unsupported
3FB1	FFFF	unsupported
3FB2	FFFF	unsupported
3FB3	FFFF	unsupported
3FB4	FFFF	unsupported
3FB5	FFFF	unsupported
3FB6	FFFF	unsupported
3FB7	FFFF	unsupported
3FB8	FFFF	unsupported
3FB9	FFFF	unsupported
3FBA	FFFF	unsupported
3FBB	FFFF	unsupported
3FBC	FFFF	unsupported
3FBD	FFFF	unsupported
3FBE	FFFF	unsupported
3FBF	FFFF	unsupported
3FC0	FFFF	unsupported
3FC1	FFFF	unsupported
3FC2	FFFF	unsupported
3FC3	FFFF	unsupported
3FC4	FFFF	unsupported
3FC5	FFFF	unsupported
3FC6	FFFF	unsupported
3FC7	FFFF	unsupported
3FC8	FFFF	unsupported
3FC9	FFFF	unsupported
3FCA	FFFF	unsupported
3FCB	FFFF	unsupported
3FCC	FFFF	unsupported
3FCD	FFFF	unsupported
3FCE	FFFF	unsupported
3FCF	FFFF	unsupported
3FD0	FFFF	unsupported
3FD1	FFFF	unsupported
3FD2	FFFF	unsupported
3FD3	FFFF	unsupported
3FD4	FFFF	unsupported
3FD5	FFFF	unsupported
3FD6	FFFF	unsupported
3FD7	FFFF	unsupported
3FD8	FFFF	unsupported
3FD9	FFFF	unsupported
3FDA	FFFF	unsupported
3FDB	FFFF	unsupported
3FDC	FFFF	unsupported
3FDD	FFFF	unsupported
3FDE	FFFF	unsupported
3FDF	FFFF	unsupported
3FE0	FFFF	unsupported
3FE1	FFFF	unsupported
3FE2	FFFF	unsupported
3FE3	FFFF	unsupported
3FE4	FFFF	unsupported
3FE5	FFFF	unsupported
3FE6	FFFF	unsupported
3FE7	FFFF	unsupported
3FE8	FFFF	unsupported
3FE9	FFFF	unsupported
3FEA	FFFF	unsupported
3FEB	FFFF	unsupported
3FEC	FFFF	unsupported
3FED	FFFF	unsupported
3FEE	FFFF	unsupported
3FEF	FFFF	unsupported
3FF0	FFFF	unsupported
3FF1	FFFF	unsupported
3FF2	FFFF	unsupported
3FF3	FFFF	unsupported
3FF4	FFFF	unsupported
3FF5	FFFF	unsupported
3FF6	FFFF	unsupported
3FF7	FFFF	unsupported
3FF8	FFFF	unsupported
3FF9	FFFF	unsupported
3FFA	FFFF	unsupported
3FFB	FFFF	unsupported
3FFC	FFFF	unsupported
3FFD	FFFF	unsupported
3FFE	FFFF	unsupported
3FFF	FFFF	unsupported
4000	FFFF	unsupported
4001	FFFF	unsupported
4002	FFFF	unsupported
4003	FFFF	unsupported
4004	FFFF	unsupported
4005	FFFF	unsupported
4006	FFFF	unsupported
4007	FFFF	unsupported
4008	FFFF	unsupported
4009	FFFF	unsupported
400A	FFFF	unsupported
400B	FFFF	unsupported
400C	FFFF	unsupported
400D	FFFF	unsupported
400E	FFFF	unsupported
400F	FFFF	unsupported
4010	FFFF	unsupported
4011	FFFF	unsupported
4012	FFFF	unsupported
4013	FFFF	unsupported
4014	FFFF	unsupported
4015	FFFF	unsupported
4016	FFFF	unsupported
4017	FFFF	unsupported
4018	FFFF	unsupported
4019	FFFF	unsupported
401A	FFFF	unsupported
401B	FFFF	unsupported
401C	FFFF	unsupported
401D	FFFF	unsupported
401E	FFFF	unsupported
401F	FFFF	unsupported
4020	FFFF	unsupported
4021	FFFF	unsupported
4022	FFFF	unsupported
4023	FFFF	unsupported
4024	FFFF	unsupported
4025	FFFF	unsupported
4026	FFFF	unsupported
4027	FFFF	unsupported
4028	FFFF	unsupported
4029	FFFF	unsupported
402A	FFFF	unsupported
402B	FFFF	unsupported
402C	FFFF	unsupported
402D	FFFF	unsupported
402E	FFFF	unsupported
402F	FFFF	unsupported
4030	FFFF	unsupported
4031	FFFF	unsupported
4032	FFFF	unsupported
4033	FFFF	unsupported
4034	FFFF	unsupported
4035	FFFF	unsupported
4036	FFFF	unsupported
4037	FFFF	unsupported
4038	FFFF	unsupported
4039	FFFF	unsupported
403A	FFFF	unsupported
403B	FFFF	unsupported
403C	FFFF	unsupported
403D	FFFF	unsupported
403E	FFFF	unsupported
403F	FFFF	unsupported
4040	FFFF	unsupported
4041	FFFF	unsupported
4042	FFFF	unsupported
4043	FFFF	unsupported
4044	FFFF	unsupported
4045	FFFF	unsupported
4046	FFFF	unsupported
4047	FFFF	unsupported
4048	FFFF	unsupported
4049	FFFF	unsupported
404A	FFFF	unsupported
404B	FFFF	unsupported
404C	FFFF	unsupported
404D	FFFF	unsupported
404E	FFFF	unsupported
404F	FFFF	unsupported
4050	FFFF	unsupported
4051	FFFF	unsupported
4052	FFFF	unsupported
4053	FFFF	unsupported
4054	FFFF	unsupported
4055	FFFF	unsupported
4056	FFFF	unsupported
4057	FFFF	unsupported
4058	FFFF	unsupported
4059	FFFF	unsupported
405A	FFFF	unsupported
405B	FFFF	unsupported
405C	FFFF	unsupported
405D	FFFF	unsupported
405E	FFFF	unsupported
405F	FFFF	unsupported
4060	FFFF	unsupported
4061	FFFF	unsupported
4062	FFFF	unsupported
4063	FFFF	unsupported
4064	FFFF	unsupported
4065	FFFF	unsupported
4066	FFFF	unsupported
4067	FFFF	unsupported
4068	FFFF	unsupported
4069	FFFF	unsupported
406A	FFFF	unsupported
406B	FFFF	unsupported
406C	FFFF	unsupported
406D	FFFF	unsupported
406E	FFFF	unsupported
406F	FFFF	unsupported
4070	FFFF	unsupported
4071	FFFF	unsupported
4072	FFFF	unsupported
4073	FFFF	unsupported
4074	FFFF	unsupported
4075	FFFF	unsupported
4076	FFFF	unsupported
4077	FFFF	unsupported
4078	FFFF	unsupported
4079	FFFF	unsupported
407A	FFFF	unsupported
407B	FFFF	unsupported
407C	FFFF	unsupported
407D	FFFF	unsupported
407E	FFFF	unsupported
407F	FFFF	unsupported
4080	FFFF	unsupported
4081	FFFF	unsupported
4082	FFFF	unsupported
4083	FFFF	unsupported
4084	FFFF	unsupported
4085	FFFF	unsupported
4086	FFFF	unsupported
4087	FFFF	unsupported
4088	FFFF	unsupported
4089	FFFF	unsupported
408A	FFFF	unsupported
408B	FFFF	unsupported
408C	FFFF	unsupported
408D	FFFF	unsupported
408E	FFFF	unsupported
408F	FFFF	unsupported
4090	FFFF	unsupported
4091	FFFF	unsupported
4092	FFFF	unsupported
4093	FFFF	unsupported
4094	FFFF	unsupported
4095	FFFF	unsupported
4096	FFFF	unsupported
4097	FFFF	unsupported
4098	FFFF	unsupported
4099	FFFF	unsupported
409A	FFFF	unsupported
409B	FFFF	unsupported
409C	FFFF	unsupported
409D	FFFF	unsupported
409E	FFFF	unsupported
409F	FFFF	unsupported
40A0	FFFF	unsupported
40A1	FFFF	unsupported
40A2	FFFF	unsupported
40A3	FFFF	unsupported
40A4	FFFF	unsupported
40A5	FFFF	unsupported
40A6	FFFF	unsupported
40A7	FFFF	unsupported
40A8	FFFF	unsupported
40A9	FFFF	unsupported
40AA	FFFF	unsupported
40AB	FFFF	unsupported
40AC	FFFF	unsupported
40AD	FFFF	unsupported
40AE	FFFF	unsupported
40AF	FFFF	unsupported
40B0	FFFF	unsupported
40B1	FFFF	unsupported
40B2	FFFF	unsupported
40B3	FFFF	unsupported
40B4	FFFF	unsupported
40B5	FFFF	unsupported
40B6	FFFF	unsupported
40B7	FFFF	unsupported
40B8	FFFF	unsupported
40B9	FFFF	unsupported
40BA	FFFF	unsupported
40BB	FFFF	unsupported
40BC	FFFF	unsupported
40BD	FFFF	unsupported
40BE	FFFF	unsupported
40BF	FFFF	unsupported
40C0	FFFF	unsupported
40C1	FFFF	unsupported
40C2	FFFF	unsupported
40C3	FFFF	unsupported
40C4	FFFF	unsupported
40C5	FFFF	unsupported
40C6	FFFF	unsupported
40C7	FFFF	unsupported
40C8	FFFF	unsupported
40C9	FFFF	unsupported
40CA	FFFF	unsupported
40CB	FFFF	unsupported
40CC	FFFF	unsupported
40CD	FFFF	unsupported
40CE	FFFF	unsupported
40CF	FFFF	unsupported
40D0	FFFF	unsupported
40D1	FFFF	unsupported
40D2	FFFF	unsupported
40D3	FFFF	unsupported
40D4	FFFF	unsupported
40D5	FFFF	unsupported
40D6	FFFF	unsupported
40D7	FFFF	unsupported
40D8	FFFF	unsupported
40D9	FFFF	unsupported
40DA	FFFF	unsupported
40DB	FFFF	unsupported
40DC	FFFF	unsupported
40DD	FFFF	unsupported
40DE	FFFF	unsupported
40DF	FFFF	unsupported
40E0	FFFF	unsupported
40E1	FFFF	unsupported
40E2	FFFF	unsupported
40E3	FFFF	unsupported
40E4	FFFF	unsupported
40E5	FFFF	unsupported
40E6	FFFF	unsupported
40E7	FFFF	unsupported
40E8	FFFF	unsupported
40E9	FFFF	unsupported
40EA	FFFF	unsupported
40EB	FFFF	unsupported
40EC	FFFF	unsupported
40ED	FFFF	unsupported
40EE	FFFF	unsupported
40EF	FFFF	unsupported
40F0	FFFF	unsupported
40F1	FFFF	unsupported
40F2	FFFF	unsupported
40F3	FFFF	unsupported
40F4	FFFF	unsupported
40F5	FFFF	unsupported
40F6	FFFF	unsupported
40F7	FFFF	unsupported
40F8	FFFF	unsupported
40F9	FFFF	unsupported
40FA	FFFF	unsupported
40FB	FFFF	unsupported
40FC	FFFF	unsupported
40FD	FFFF	unsupported
40FE	FFFF	unsupported
40FF	FFFF	unsupported
4100	FFFF	unsupported
4101	FFFF	unsupported
4102	FFFF	unsupported
4103	FFFF	unsupported
4104	FFFF	unsupported
4105	FFFF	unsupported
4106	FFFF	unsupported
4107	FFFF	unsupported
4108	FFFF	unsupported
4109	FFFF	unsupported
410A	FFFF	unsupported
410B	FFFF	unsupported
410C	FFFF	unsupported
410D	FFFF	unsupported
410E	FFFF	unsupported
410F	FFFF	unsupported
4110	FFFF	unsupported
4111	FFFF	unsupported
4112	FFFF	unsupported
4113	FFFF	unsupported
4114	FFFF	unsupported
4115	FFFF	unsupported
4116	FFFF	unsupported
4117	FFFF	unsupported
4118	FFFF	unsupported
4119	FFFF	unsupported
411A	FFFF	unsupported
411B	FFFF	unsupported
411C	FFFF	unsupported
411D	FFFF	unsupported
411E	FFFF	unsupported
411F	FFFF	unsupported
4120	FFFF	unsupported
4121	FFFF	unsupported
4122	FFFF	unsupported
4123	FFFF	unsupported
4124	FFFF	unsupported
4125	FFFF	unsupported
4126	FFFF	unsupported
4127	FFFF	unsupported
4128	FFFF	unsupported
4129	FFFF	unsupported
412A	FFFF	unsupported
412B	FFFF	unsupported
412C	FFFF	unsupported
412D	FFFF	unsupported
412E	FFFF	unsupported
412F	FFFF	unsupported
4130	FFFF	unsupported
4131	FFFF	unsupported
4132	FFFF	unsupported
4133	FFFF	unsupported
4134	FFFF	unsupported
4135	FFFF	unsupported
4136	FFFF	unsupported
4137	FFFF	unsupported
4138	FFFF	unsupported
4139	FFFF	unsupported
413A	FFFF	unsupported
413B	FFFF	unsupported
413C	FFFF	unsupported
413D	FFFF	unsupported
413E	FFFF	unsupported
413F	FFFF	unsupported
4140	FFFF	unsupported
4141	FFFF	unsupported
4142	FFFF	unsupported
4143	FFFF	unsupported
4144	FFFF	unsupported
4145	FFFF	unsupported
4146	FFFF	unsupported
4147	FFFF	unsupported
4148	FFFF	unsupported
4149	FFFF	unsupported
414A	FFFF	unsupported
414B	FFFF	unsupported
414C	FFFF	unsupported
414D	FFFF	unsupported
414E	FFFF	unsupported
414F	FFFF	unsupported
4150	FFFF	unsupported
4151	FFFF	unsupported
4152	FFFF	unsupported
4153	FFFF	unsupported
4154	FFFF	unsupported
4155	FFFF	unsupported
4156	FFFF	unsupported
4157	FFFF	unsupported
4158	FFFF	unsupported
4159	FFFF	unsupported
415A	FFFF	unsupported
415B	FFFF	unsupported
415C	FFFF	unsupported
415D	FFFF	unsupported
415E	FFFF	unsupported
415F	FFFF	unsupported
4160	FFFF	unsupported
4161	FFFF	unsupported
4162	FFFF	unsupported
4163	FFFF	unsupported
4164	FFFF	unsupported
4165	FFFF	unsupported
4166	FFFF	unsupported
4167	FFFF	unsupported
4168	FFFF	unsupported
4169	FFFF	unsupported
416A	FFFF	unsupported
416B	FFFF	unsupported
416C	FFFF	unsupported
416D	FFFF	unsupported
416E	FFFF	unsupported
416F	FFFF	unsupported
4170	FFFF	unsupported
4171	FFFF	unsupported
4172	FFFF	unsupported
4173	FFFF	unsupported
4174	FFFF	unsupported
4175	FFFF	unsupported
4176	FFFF	unsupported
4177	FFFF	unsupported
4178	FFFF	unsupported
4179	FFFF	unsupported
417A	FFFF	unsupported
417B	FFFF	unsupported
417C	FFFF	unsupported
417D	FFFF	unsupported
417E	FFFF	unsupported
417F	FFFF	unsupported
4180	FFFF	unsupported
4181	FFFF	unsupported
4182	FFFF	unsupported
4183	FFFF	unsupported
4184	FFFF	unsupported
4185	FFFF	unsupported
4186	FFFF	unsupported
4187	FFFF	unsupported
4188	FFFF	unsupported
4189	FFFF	unsupported
418A	FFFF	unsupported
418B	FFFF	unsupported
418C	FFFF	unsupported
418D	FFFF	unsupported
418E	FFFF	unsupported
418F	FFFF	unsupported
4190	FFFF	unsupported
4191	FFFF	unsupported
4192	FFFF	unsupported
4193	FFFF	unsupported
4194	FFFF	unsupported
4195	FFFF	unsupported
4196	FFFF	unsupported
4197	FFFF	unsupported
4198	FFFF	unsupported
4199	FFFF	unsupported
419A	FFFF	unsupported
419B	FFFF	unsupported
419C	FFFF	unsupported
419D	FFFF	unsupported
419E	FFFF	unsupported
419F	FFFF	unsupported
41A0	FFFF	unsupported
41A1	FFFF	unsupported
41A2	FFFF	unsupported
41A3	FFFF	unsupported
41A4	FFFF	unsupported
41A5	FFFF	unsupported
41A6	FFFF	unsupported
41A7	FFFF	unsupported
41A8	FFFF	unsupported
41A9	FFFF	unsupported
41AA	FFFF	unsupported
41AB	FFFF	unsupported
41AC	FFFF	unsupported
41AD	FFFF	unsupported
41AE	FFFF	unsupported
41AF	FFFF	unsupported
41B0	FFFF	unsupported
41B1	FFFF	unsupported
41B2	FFFF	unsupported
41B3	FFFF	unsupported
41B4	FFFF	unsupported
41B5	FFFF	unsupported
41B6	FFFF	unsupported
41B7	FFFF	unsupported
41B8	FFFF	unsupported
41B9	FFFF	unsupported
41BA	FFFF	unsupported
41BB	FFFF	unsupported
41BC	FFFF	unsupported
41BD	FFFF	unsupported
41BE	FFFF	unsupported
41BF	FFFF	unsupported
41C0	FFFF	unsupported
41C1	FFFF	unsupported
41C2	FFFF	unsupported
41C3	FFFF	unsupported
41C4	FFFF	unsupported
41C5	FFFF	unsupported
41C6	FFFF	unsupported
41C7	FFFF	unsupported
41C8	FFFF	unsupported
41C9	FFFF	unsupported
41CA	FFFF	unsupported
41CB	FFFF	unsupported
41CC	FFFF	unsupported
41CD	FFFF	unsupported
41CE	FFFF	unsupported
41CF	FFFF	unsupported
41D0	FFFF	unsupported
41D1	FFFF	unsupported
41D2	FFFF	unsupported
41D3	FFFF	unsupported
41D4	FFFF	unsupported
41D5	FFFF	unsupported
41D6	FFFF	unsupported
41D7	FFFF	unsupported
41D8	FFFF	unsupported
41D9	FFFF	unsupported
41DA	FFFF	unsupported
41DB	FFFF	unsupported
41DC	FFFF	unsupported
41DD	FFFF	unsupported
41DE	FFFF	unsupported
41DF	FFFF	unsupported
41E0	FFFF	unsupported
41E1	FFFF	unsupported
41E2	FFFF	unsupported
41E3	FFFF	unsupported
41E4	FFFF	unsupported
41E5	FFFF	unsupported
41E6	FFFF	unsupported
41E7	FFFF	unsupported
41E8	FFFF	unsupported
41E9	FFFF	unsupported
41EA	FFFF	unsupported
41EB	FFFF	unsupported
41EC	FFFF	unsupported
41ED	FFFF	unsupported
41EE	FFFF	unsupported
41EF	FFFF	unsupported
41F0	FFFF	unsupported
41F1	FFFF	unsupported
41F2	FFFF	unsupported
41F3	FFFF	unsupported
41F4	FFFF	unsupported
41F5	FFFF	unsupported
41F6	FFFF	unsupported
41F7	FFFF	unsupported
41F8	FFFF	unsupported
41F9	FFFF	unsupported
41FA	FFFF	unsupported
41FB	FFFF	unsupported
41FC	FFFF	unsupported
41FD	FFFF	unsupported
41FE	FFFF	unsupported
41FF	FFFF	unsupported
4200	FFFF	unsupported
4201	FFFF	unsupported
4202	FFFF	unsupported
4203	FFFF	unsupported
4204	FFFF	unsupported
4205	FFFF	unsupported
4206	FFFF	unsupported
4207	FFFF	unsupported
4208	FFFF	unsupported
4209	FFFF	unsupported
420A	FFFF	unsupported
420B	FFFF	unsupported
420C	FFFF	unsupported
420D	FFFF	unsupported
420E	FFFF	unsupported
420F	FFFF	unsupported
4210	FFFF	unsupported
4211	FFFF	unsupported
4212	FFFF	unsupported
4213	FFFF	unsupported
4214	FFFF	unsupported
4215	FFFF	unsupported
4216	FFFF	unsupported
4217	FFFF	unsupported
4218	FFFF	unsupported
4219	FFFF	unsupported
421A	FFFF	unsupported
421B	FFFF	unsupported
421C	FFFF	unsupported
421D	FFFF	unsupported
421E	FFFF	unsupported
421F	FFFF	unsupported
4220	FFFF	unsupported
4221	FFFF	unsupported
4222	FFFF	unsupported
4223	FFFF	unsupported
4224	FFFF	unsupported
4225	FFFF	unsupported
