glyph_index	shift_jis	character
3716	9484	売
3717	9485	賠
3718	9486	陪
3719	9487	這
3720	9488	蝿
3721	9489	秤
3722	948A	矧
3723	948B	萩
3724	948C	伯
3725	948D	剥
3726	948E	博
3727	948F	拍
3728	9490	柏
3729	9491	泊
3730	9492	白
3731	9493	箔
3732	9494	粕
3733	9495	舶
3734	9496	薄
3735	9497	迫
3736	9498	曝
3737	9499	漠
3738	949A	爆
3739	949B	縛
3740	949C	莫
3741	949D	駁
3742	949E	麦
3743	949F	函
3744	94A0	箱
3745	94A1	硲
3746	94A2	箸
3747	94A3	肇
3748	94A4	筈
3749	94A5	櫨
3750	94A6	幡
3751	94A7	肌
3752	94A8	畑
3753	94A9	畠
3754	94AA	八
3755	94AB	鉢
3756	94AC	溌
3757	94AD	発
3758	94AE	醗
3759	94AF	髪
3760	94B0	伐
3761	94B1	罰
3762	94B2	抜
3763	94B3	筏
3764	94B4	閥
3765	94B5	鳩
3766	94B6	噺
3767	94B7	塙
3768	94B8	蛤
3769	94B9	隼
3770	94BA	伴
3771	94BB	判
3772	94BC	半
3773	94BD	反
3774	94BE	叛
3775	94BF	帆
3776	94C0	搬
3777	94C1	斑
3778	94C2	板
3779	94C3	氾
3780	94C4	汎
3781	94C5	版
3782	94C6	犯
3783	94C7	班
3784	94C8	畔
3785	94C9	繁
3786	94CA	般
3787	94CB	藩
3788	94CC	販
3789	94CD	範
3790	94CE	釆
3791	94CF	煩
3792	94D0	頒
3793	94D1	飯
3794	94D2	挽
3795	94D3	晩
3796	94D4	番
3797	94D5	盤
3798	94D6	磐
3799	94D7	蕃
3800	94D8	蛮
3801	94D9	匪
3802	94DA	卑
3803	94DB	否
3804	94DC	妃
3805	94DD	庇
3806	94DE	彼
3807	94DF	悲
3808	94E0	扉
3809	94E1	批
3810	94E2	披
3811	94E3	斐
3812	94E4	比
3813	94E5	泌
3814	94E6	疲
3815	94E7	皮
3816	94E8	碑
3817	94E9	秘
3818	94EA	緋
3819	94EB	罷
3820	94EC	肥
3821	94ED	被
3822	94EE	誹
3823	94EF	費
3824	94F0	避
3825	94F1	非
3826	94F2	飛
3827	94F3	樋
3828	94F4	簸
3829	94F5	備
3830	94F6	尾
3831	94F7	微
3832	94F8	枇
3833	94F9	毘
3834	94FA	琵
3835	94FB	眉
3836	94FC	美
3840	9540	鼻
3841	9541	柊
3842	9542	稗
3843	9543	匹
3844	9544	疋
3845	9545	髭
3846	9546	彦
3847	9547	膝
3848	9548	菱
3849	9549	肘
3850	954A	弼
3851	954B	必
3852	954C	畢
3853	954D	筆
3854	954E	逼
3855	954F	桧
3856	9550	姫
3857	9551	媛
3858	9552	紐
3859	9553	百
3860	9554	謬
3861	9555	俵
3862	9556	彪
3863	9557	標
3864	9558	氷
3865	9559	漂
3866	955A	瓢
3867	955B	票
3868	955C	表
3869	955D	評
3870	955E	豹
3871	955F	廟
3872	9560	描
3873	9561	病
3874	9562	秒
3875	9563	苗
3876	9564	錨
3877	9565	鋲
3878	9566	蒜
3879	9567	蛭
3880	9568	鰭
3881	9569	品
3882	956A	彬
3883	956B	斌
3884	956C	浜
3885	956D	瀕
3886	956E	貧
3887	956F	賓
3888	9570	頻
3889	9571	敏
3890	9572	瓶
3891	9573	不
3892	9574	付
3893	9575	埠
3894	9576	夫
3895	9577	婦
3896	9578	富
3897	9579	冨
3898	957A	布
3899	957B	府
3900	957C	怖
3901	957D	扶
3902	957E	敷
3904	9580	斧
3905	9581	普
3906	9582	浮
3907	9583	父
3908	9584	符
3909	9585	腐
3910	9586	膚
3911	9587	芙
3912	9588	譜
3913	9589	負
3914	958A	賦
3915	958B	赴
3916	958C	阜
3917	958D	附
3918	958E	侮
3919	958F	撫
3920	9590	武
3921	9591	舞
3922	9592	葡
3923	9593	蕪
3924	9594	部
3925	9595	封
3926	9596	楓
3927	9597	風
3928	9598	葺
3929	9599	蕗
3930	959A	伏
3931	959B	副
3932	959C	復
3933	959D	幅
3934	959E	服
3935	959F	福
3936	95A0	腹
3937	95A1	複
3938	95A2	覆
3939	95A3	淵
3940	95A4	弗
3941	95A5	払
3942	95A6	沸
3943	95A7	仏
3944	95A8	物
3945	95A9	鮒
3946	95AA	分
3947	95AB	吻
3948	95AC	噴
3949	95AD	墳
3950	95AE	憤
3951	95AF	扮
3952	95B0	焚
3953	95B1	奮
3954	95B2	粉
3955	95B3	糞
3956	95B4	紛
3957	95B5	雰
3958	95B6	文
3959	95B7	聞
3960	95B8	丙
3961	95B9	併
3962	95BA	兵
3963	95BB	塀
3964	95BC	幣
3965	95BD	平
3966	95BE	弊
3967	95BF	柄
3968	95C0	並
3969	95C1	蔽
3970	95C2	閉
3971	95C3	陛
3972	95C4	米
3973	95C5	頁
3974	95C6	僻
3975	95C7	壁
3976	95C8	癖
3977	95C9	碧
3978	95CA	別
3979	95CB	瞥
3980	95CC	蔑
3981	95CD	箆
3982	95CE	偏
3983	95CF	変
3984	95D0	片
3985	95D1	篇
3986	95D2	編
3987	95D3	辺
3988	95D4	返
3989	95D5	遍
3990	95D6	便
3991	95D7	勉
3992	95D8	娩
3993	95D9	弁
3994	95DA	鞭
3995	95DB	保
3996	95DC	舗
3997	95DD	鋪
3998	95DE	圃
3999	95DF	捕
4000	95E0	歩
4001	95E1	甫
4002	95E2	補
4003	95E3	輔
4004	95E4	穂
4005	95E5	募
4006	95E6	墓
4007	95E7	慕
4008	95E8	戊
4009	95E9	暮
4010	95EA	母
4011	95EB	簿
4012	95EC	菩
4013	95ED	倣
4014	95EE	俸
4015	95EF	包
4016	95F0	呆
4017	95F1	報
4018	95F2	奉
4019	95F3	宝
4020	95F4	峰
4021	95F5	峯
4022	95F6	崩
4023	95F7	庖
4024	95F8	抱
4025	95F9	捧
4026	95FA	放
4027	95FB	方
4028	95FC	朋
4032	9640	法
4033	9641	泡
4034	9642	烹
4035	9643	砲
4036	9644	縫
4037	9645	胞
4038	9646	芳
4039	9647	萌
4040	9648	蓬
4041	9649	蜂
4042	964A	褒
4043	964B	訪
4044	964C	豊
4045	964D	邦
4046	964E	鋒
4047	964F	飽
4048	9650	鳳
4049	9651	鵬
4050	9652	乏
4051	9653	亡
4052	9654	傍
4053	9655	剖
4054	9656	坊
4055	9657	妨
4056	9658	帽
4057	9659	忘
4058	965A	忙
4059	965B	房
4060	965C	暴
4061	965D	望
4062	965E	某
4063	965F	棒
4064	9660	冒
4065	9661	紡
4066	9662	肪
4067	9663	膨
4068	9664	謀
4069	9665	貌
4070	9666	貿
4071	9667	鉾
4072	9668	防
4073	9669	吠
4074	966A	頬
4075	966B	北
4076	966C	僕
4077	966D	卜
4078	966E	墨
4079	966F	撲
4080	9670	朴
4081	9671	牧
4082	9672	睦
4083	9673	穆
4084	9674	釦
4085	9675	勃
4086	9676	没
4087	9677	殆
4088	9678	堀
4089	9679	幌
4090	967A	奔
4091	967B	本
4092	967C	翻
4093	967D	凡
4094	967E	盆
4096	9680	摩
4097	9681	磨
4098	9682	魔
4099	9683	麻
4100	9684	埋
4101	9685	妹
4102	9686	昧
4103	9687	枚
4104	9688	毎
4105	9689	哩
4106	968A	槙
4107	968B	幕
4108	968C	膜
4109	968D	枕
4110	968E	鮪
4111	968F	柾
4112	9690	鱒
4113	9691	桝
4114	9692	亦
4115	9693	俣
4116	9694	又
4117	9695	抹
4118	9696	末
4119	9697	沫
4120	9698	迄
4121	9699	侭
4122	969A	繭
4123	969B	麿
4124	969C	万
4125	969D	慢
4126	969E	満
4127	969F	漫
4128	96A0	蔓
4129	96A1	味
4130	96A2	未
4131	96A3	魅
4132	96A4	巳
4133	96A5	箕
4134	96A6	岬
4135	96A7	密
4136	96A8	蜜
4137	96A9	湊
4138	96AA	蓑
4139	96AB	稔
4140	96AC	脈
4141	96AD	妙
4142	96AE	粍
4143	96AF	民
4144	96B0	眠
4145	96B1	務
4146	96B2	夢
4147	96B3	無
4148	96B4	牟
4149	96B5	矛
4150	96B6	霧
4151	96B7	鵡
4152	96B8	椋
4153	96B9	婿
4154	96BA	娘
4155	96BB	冥
4156	96BC	名
4157	96BD	命
4158	96BE	明
4159	96BF	盟
4160	96C0	迷
4161	96C1	銘
4162	96C2	鳴
4163	96C3	姪
4164	96C4	牝
4165	96C5	滅
4166	96C6	免
4167	96C7	棉
4168	96C8	綿
4169	96C9	緬
4170	96CA	面
4171	96CB	麺
4172	96CC	摸
4173	96CD	模
4174	96CE	茂
4175	96CF	妄
4176	96D0	孟
4177	96D1	毛
4178	96D2	猛
4179	96D3	盲
4180	96D4	網
4181	96D5	耗
4182	96D6	蒙
4183	96D7	儲
4184	96D8	木
4185	96D9	黙
4186	96DA	目
4187	96DB	杢
4188	96DC	勿
4189	96DD	餅
4190	96DE	尤
4191	96DF	戻
4192	96E0	籾
4193	96E1	貰
4194	96E2	問
4195	96E3	悶
4196	96E4	紋
4197	96E5	門
4198	96E6	匁
4199	96E7	也
4200	96E8	冶
4201	96E9	夜
4202	96EA	爺
4203	96EB	耶
4204	96EC	野
4205	96ED	弥
4206	96EE	矢
4207	96EF	厄
4208	96F0	役
4209	96F1	約
4210	96F2	薬
4211	96F3	訳
4212	96F4	躍
4213	96F5	靖
4214	96F6	柳
4215	96F7	薮
4216	96F8	鑓
4217	96F9	愉
4218	96FA	愈
4219	96FB	油
4220	96FC	癒
4224	9740	諭
4225	9741	輸
4226	9742	唯
4227	9743	佑
4228	9744	優
4229	9745	勇
4230	9746	友
4231	9747	宥
4232	9748	幽
4233	9749	悠
4234	974A	憂
4235	974B	揖
4236	974C	有
4237	974D	柚
4238	974E	湧
4239	974F	涌
4240	9750	猶
4241	9751	猷
4242	9752	由
4243	9753	祐
4244	9754	裕
4245	9755	誘
4246	9756	遊
4247	9757	邑
4248	9758	郵
4249	9759	雄
4250	975A	融
4251	975B	夕
4252	975C	予
4253	975D	余
4254	975E	与
4255	975F	誉
4256	9760	輿
4257	9761	預
4258	9762	傭
4259	9763	幼
4260	9764	妖
4261	9765	容
4262	9766	庸
4263	9767	揚
4264	9768	揺
4265	9769	擁
4266	976A	曜
4267	976B	楊
4268	976C	様
4269	976D	洋
4270	976E	溶
4271	976F	熔
4272	9770	用
4273	9771	窯
4274	9772	羊
4275	9773	耀
4276	9774	葉
4277	9775	蓉
4278	9776	要
4279	9777	謡
4280	9778	踊
4281	9779	遥
4282	977A	陽
4283	977B	養
4284	977C	慾
4285	977D	抑
4286	977E	欲
4288	9780	沃
4289	9781	浴
4290	9782	翌
4291	9783	翼
4292	9784	淀
4293	9785	羅
4294	9786	螺
4295	9787	裸
4296	9788	来
4297	9789	莱
4298	978A	頼
4299	978B	雷
4300	978C	洛
4301	978D	絡
4302	978E	落
4303	978F	酪
4304	9790	乱
4305	9791	卵
4306	9792	嵐
4307	9793	欄
4308	9794	濫
4309	9795	藍
4310	9796	蘭
4311	9797	覧
4312	9798	利
4313	9799	吏
4314	979A	履
4315	979B	李
4316	979C	梨
4317	979D	理
4318	979E	璃
4319	979F	痢
4320	97A0	裏
4321	97A1	裡
4322	97A2	里
4323	97A3	離
4324	97A4	陸
4325	97A5	律
4326	97A6	率
4327	97A7	立
4328	97A8	葎
4329	97A9	掠
4330	97AA	略
4331	97AB	劉
4332	97AC	流
4333	97AD	溜
4334	97AE	琉
4335	97AF	留
4336	97B0	硫
4337	97B1	粒
4338	97B2	隆
4339	97B3	竜
4340	97B4	龍
4341	97B5	侶
4342	97B6	慮
4343	97B7	旅
4344	97B8	虜
4345	97B9	了
4346	97BA	亮
4347	97BB	僚
4348	97BC	両
4349	97BD	凌
4350	97BE	寮
4351	97BF	料
4352	97C0	梁
4353	97C1	涼
4354	97C2	猟
4355	97C3	療
4356	97C4	瞭
4357	97C5	稜
4358	97C6	糧
4359	97C7	良
4360	97C8	諒
4361	97C9	遼
4362	97CA	量
4363	97CB	陵
4364	97CC	領
4365	97CD	力
4366	97CE	緑
4367	97CF	倫
4368	97D0	厘
4369	97D1	林
4370	97D2	淋
4371	97D3	燐
4372	97D4	琳
4373	97D5	臨
4374	97D6	輪
4375	97D7	隣
4376	97D8	鱗
4377	97D9	麟
4378	97DA	瑠
4379	97DB	塁
4380	97DC	涙
4381	97DD	累
4382	97DE	類
4383	97DF	令
4384	97E0	伶
4385	97E1	例
4386	97E2	冷
4387	97E3	励
4388	97E4	嶺
4389	97E5	怜
4390	97E6	玲
4391	97E7	礼
4392	97E8	苓
4393	97E9	鈴
4394	97EA	隷
4395	97EB	零
4396	97EC	霊
4397	97ED	麗
4398	97EE	齢
4399	97EF	暦
4400	97F0	歴
4401	97F1	列
4402	97F2	劣
4403	97F3	烈
4404	97F4	裂
4405	97F5	廉
4406	97F6	恋
4407	97F7	憐
4408	97F8	漣
4409	97F9	煉
4410	97FA	簾
4411	97FB	練
4412	97FC	聯
4416	9840	蓮
4417	9841	連
4418	9842	錬
4419	9843	呂
4420	9844	魯
4421	9845	櫓
4422	9846	炉
4423	9847	賂
4424	9848	路
4425	9849	露
4426	984A	労
4427	984B	婁
4428	984C	廊
4429	984D	弄
4430	984E	朗
4431	984F	楼
4432	9850	榔
4433	9851	浪
4434	9852	漏
4435	9853	牢
4436	9854	狼
4437	9855	篭
4438	9856	老
4439	9857	聾
4440	9858	蝋
4441	9859	郎
4442	985A	六
4443	985B	麓
4444	985C	禄
4445	985D	肋
4446	985E	録
4447	985F	論
4448	9860	倭
4449	9861	和
4450	9862	話
4451	9863	歪
4452	9864	賄
4453	9865	脇
4454	9866	惑
4455	9867	枠
4456	9868	鷲
4457	9869	亙
4458	986A	亘
4459	986B	鰐
4460	986C	詫
4461	986D	藁
4462	986E	蕨
4463	986F	椀
4464	9870	湾
4465	9871	碗
4466	9872	腕
4511	989F	弌
4512	98A0	丐
4513	98A1	丕
4514	98A2	个
4515	98A3	丱
4516	98A4	丶
4517	98A5	丼
4518	98A6	丿
4519	98A7	乂
4520	98A8	乖
4521	98A9	乘
4522	98AA	亂
4523	98AB	亅
4524	98AC	豫
4525	98AD	亊
4526	98AE	舒
4527	98AF	弍
4528	98B0	于
4529	98B1	亞
4530	98B2	亟
4531	98B3	亠
4532	98B4	亢
4533	98B5	亰
4534	98B6	亳
4535	98B7	亶
4536	98B8	从
4537	98B9	仍
4538	98BA	仄
4539	98BB	仆
4540	98BC	仂
4541	98BD	仗
4542	98BE	仞
4543	98BF	仭
4544	98C0	仟
4545	98C1	价
4546	98C2	伉
4547	98C3	佚
4548	98C4	估
4549	98C5	佛
4550	98C6	佝
4551	98C7	佗
4552	98C8	佇
4553	98C9	佶
4554	98CA	侈
4555	98CB	侏
4556	98CC	侘
4557	98CD	佻
4558	98CE	佩
4559	98CF	佰
4560	98D0	侑
4561	98D1	佯
4562	98D2	來
4563	98D3	侖
4564	98D4	儘
4565	98D5	俔
4566	98D6	俟
4567	98D7	俎
4568	98D8	俘
4569	98D9	俛
4570	98DA	俑
4571	98DB	俚
4572	98DC	俐
4573	98DD	俤
4574	98DE	俥
4575	98DF	倚
4576	98E0	倨
4577	98E1	倔
4578	98E2	倪
4579	98E3	倥
4580	98E4	倅
4581	98E5	伜
4582	98E6	俶
4583	98E7	倡
4584	98E8	倩
4585	98E9	倬
4586	98EA	俾
4587	98EB	俯
4588	98EC	們
4589	98ED	倆
4590	98EE	偃
4591	98EF	假
4592	98F0	會
4593	98F1	偕
4594	98F2	偐
4595	98F3	偈
4596	98F4	做
4597	98F5	偖
4598	98F6	偬
4599	98F7	偸
4600	98F8	傀
4601	98F9	傚
4602	98FA	傅
4603	98FB	傴
4604	98FC	傲
4608	9940	僉
4609	9941	僊
4610	9942	傳
4611	9943	僂
4612	9944	僖
4613	9945	僞
4614	9946	僥
4615	9947	僭
4616	9948	僣
4617	9949	僮
4618	994A	價
4619	994B	僵
4620	994C	儉
4621	994D	儁
4622	994E	儂
4623	994F	儖
4624	9950	儕
4625	9951	儔
4626	9952	儚
4627	9953	儡
4628	9954	儺
4629	9955	儷
4630	9956	儼
4631	9957	儻
4632	9958	儿
4633	9959	兀
4634	995A	兒
4635	995B	兌
4636	995C	兔
4637	995D	兢
4638	995E	竸
4639	995F	兩
4640	9960	兪
4641	9961	兮
4642	9962	冀
4643	9963	冂
4644	9964	囘
4645	9965	册
4646	9966	冉
4647	9967	冏
4648	9968	冑
4649	9969	冓
4650	996A	冕
4651	996B	冖
4652	996C	冤
4653	996D	冦
4654	996E	冢
4655	996F	冩
4656	9970	冪
4657	9971	冫
4658	9972	决
4659	9973	冱
4660	9974	冲
4661	9975	冰
4662	9976	况
4663	9977	冽
4664	9978	凅
4665	9979	凉
4666	997A	凛
4667	997B	几
4668	997C	處
4669	997D	凩
4670	997E	凭
4672	9980	凰
4673	9981	凵
4674	9982	凾
4675	9983	刄
4676	9984	刋
4677	9985	刔
4678	9986	刎
4679	9987	刧
4680	9988	刪
4681	9989	刮
4682	998A	刳
4683	998B	刹
4684	998C	剏
4685	998D	剄
4686	998E	剋
4687	998F	剌
4688	9990	剞
4689	9991	剔
4690	9992	剪
4691	9993	剴
4692	9994	剩
4693	9995	剳
4694	9996	剿
4695	9997	剽
4696	9998	劍
4697	9999	劔
4698	999A	劒
4699	999B	剱
4700	999C	劈
4701	999D	劑
4702	999E	辨
4703	999F	辧
4704	99A0	劬
4705	99A1	劭
4706	99A2	劼
4707	99A3	劵
4708	99A4	勁
4709	99A5	勍
4710	99A6	勗
4711	99A7	勞
4712	99A8	勣
4713	99A9	勦
4714	99AA	飭
4715	99AB	勠
4716	99AC	勳
4717	99AD	勵
4718	99AE	勸
4719	99AF	勹
4720	99B0	匆
4721	99B1	匈
4722	99B2	甸
4723	99B3	匍
4724	99B4	匐
4725	99B5	匏
4726	99B6	匕
4727	99B7	匚
4728	99B8	匣
4729	99B9	匯
4730	99BA	匱
4731	99BB	匳
4732	99BC	匸
4733	99BD	區
4734	99BE	卆
4735	99BF	卅
4736	99C0	丗
4737	99C1	卉
4738	99C2	卍
4739	99C3	凖
4740	99C4	卞
4741	99C5	卩
4742	99C6	卮
4743	99C7	夘
4744	99C8	卻
4745	99C9	卷
4746	99CA	厂
4747	99CB	厖
4748	99CC	厠
4749	99CD	厦
4750	99CE	厥
4751	99CF	厮
4752	99D0	厰
4753	99D1	厶
4754	99D2	參
4755	99D3	簒
4756	99D4	雙
4757	99D5	叟
4758	99D6	曼
4759	99D7	燮
4760	99D8	叮
4761	99D9	叨
4762	99DA	叭
4763	99DB	叺
4764	99DC	吁
4765	99DD	吽
4766	99DE	呀
4767	99DF	听
4768	99E0	吭
4769	99E1	吼
4770	99E2	吮
4771	99E3	吶
4772	99E4	吩
4773	99E5	吝
4774	99E6	呎
4775	99E7	咏
4776	99E8	呵
4777	99E9	咎
4778	99EA	呟
4779	99EB	呱
4780	99EC	呷
4781	99ED	呰
4782	99EE	咒
4783	99EF	呻
4784	99F0	咀
4785	99F1	呶
4786	99F2	咄
4787	99F3	咐
4788	99F4	咆
4789	99F5	哇
4790	99F6	咢
4791	99F7	咸
4792	99F8	咥
4793	99F9	咬
4794	99FA	哄
4795	99FB	哈
4796	99FC	咨
4800	9A40	咫
4801	9A41	哂
4802	9A42	咤
4803	9A43	咾
4804	9A44	咼
4805	9A45	哘
4806	9A46	哥
4807	9A47	哦
4808	9A48	唏
4809	9A49	唔
4810	9A4A	哽
4811	9A4B	哮
4812	9A4C	哭
4813	9A4D	哺
4814	9A4E	哢
4815	9A4F	唹
4816	9A50	啀
4817	9A51	啣
4818	9A52	啌
4819	9A53	售
4820	9A54	啜
4821	9A55	啅
4822	9A56	啖
4823	9A57	啗
4824	9A58	唸
4825	9A59	唳
4826	9A5A	啝
4827	9A5B	喙
4828	9A5C	喀
4829	9A5D	咯
4830	9A5E	喊
4831	9A5F	喟
4832	9A60	啻
4833	9A61	啾
4834	9A62	喘
4835	9A63	喞
4836	9A64	單
4837	9A65	啼
4838	9A66	喃
4839	9A67	喩
4840	9A68	喇
4841	9A69	喨
4842	9A6A	嗚
4843	9A6B	嗅
4844	9A6C	嗟
4845	9A6D	嗄
4846	9A6E	嗜
4847	9A6F	嗤
4848	9A70	嗔
4849	9A71	嘔
4850	9A72	嗷
4851	9A73	嘖
4852	9A74	嗾
4853	9A75	嗽
4854	9A76	嘛
4855	9A77	嗹
4856	9A78	噎
4857	9A79	噐
4858	9A7A	營
4859	9A7B	嘴
4860	9A7C	嘶
4861	9A7D	嘲
4862	9A7E	嘸
4864	9A80	噫
4865	9A81	噤
4866	9A82	嘯
4867	9A83	噬
4868	9A84	噪
4869	9A85	嚆
4870	9A86	嚀
4871	9A87	嚊
4872	9A88	嚠
4873	9A89	嚔
4874	9A8A	嚏
4875	9A8B	嚥
4876	9A8C	嚮
4877	9A8D	嚶
4878	9A8E	嚴
4879	9A8F	囂
4880	9A90	嚼
4881	9A91	囁
4882	9A92	囃
4883	9A93	囀
4884	9A94	囈
4885	9A95	囎
4886	9A96	囑
4887	9A97	囓
4888	9A98	囗
4889	9A99	囮
4890	9A9A	囹
4891	9A9B	圀
4892	9A9C	囿
4893	9A9D	圄
4894	9A9E	圉
4895	9A9F	圈
4896	9AA0	國
4897	9AA1	圍
4898	9AA2	圓
4899	9AA3	團
4900	9AA4	圖
4901	9AA5	嗇
4902	9AA6	圜
4903	9AA7	圦
4904	9AA8	圷
4905	9AA9	圸
4906	9AAA	坎
4907	9AAB	圻
4908	9AAC	址
4909	9AAD	坏
4910	9AAE	坩
4911	9AAF	埀
4912	9AB0	垈
4913	9AB1	坡
4914	9AB2	坿
4915	9AB3	垉
4916	9AB4	垓
4917	9AB5	垠
4918	9AB6	垳
4919	9AB7	垤
4920	9AB8	垪
4921	9AB9	垰
4922	9ABA	埃
4923	9ABB	埆
4924	9ABC	埔
4925	9ABD	埒
4926	9ABE	埓
4927	9ABF	堊
4928	9AC0	埖
4929	9AC1	埣
4930	9AC2	堋
4931	9AC3	堙
4932	9AC4	堝
4933	9AC5	塲
4934	9AC6	堡
4935	9AC7	塢
4936	9AC8	塋
4937	9AC9	塰
4938	9ACA	毀
4939	9ACB	塒
4940	9ACC	堽
4941	9ACD	塹
4942	9ACE	墅
4943	9ACF	墹
4944	9AD0	墟
4945	9AD1	墫
4946	9AD2	墺
4947	9AD3	壞
4948	9AD4	墻
4949	9AD5	墸
4950	9AD6	墮
4951	9AD7	壅
4952	9AD8	壓
4953	9AD9	壑
4954	9ADA	壗
4955	9ADB	壙
4956	9ADC	壘
4957	9ADD	壥
4958	9ADE	壜
4959	9ADF	壤
4960	9AE0	壟
4961	9AE1	壯
4962	9AE2	壺
4963	9AE3	壹
4964	9AE4	壻
4965	9AE5	壼
4966	9AE6	壽
4967	9AE7	夂
4968	9AE8	夊
4969	9AE9	夐
4970	9AEA	夛
4971	9AEB	梦
4972	9AEC	夥
4973	9AED	夬
4974	9AEE	夭
4975	9AEF	夲
4976	9AF0	夸
4977	9AF1	夾
4978	9AF2	竒
4979	9AF3	奕
4980	9AF4	奐
4981	9AF5	奎
4982	9AF6	奚
4983	9AF7	奘
4984	9AF8	奢
4985	9AF9	奠
4986	9AFA	奧
4987	9AFB	奬
4988	9AFC	奩
4992	9B40	奸
4993	9B41	妁
4994	9B42	妝
4995	9B43	佞
4996	9B44	侫
4997	9B45	妣
4998	9B46	妲
4999	9B47	姆
5000	9B48	姨
5001	9B49	姜
5002	9B4A	妍
5003	9B4B	姙
5004	9B4C	姚
5005	9B4D	娥
5006	9B4E	娟
5007	9B4F	娑
5008	9B50	娜
5009	9B51	娉
5010	9B52	娚
5011	9B53	婀
5012	9B54	婬
5013	9B55	婉
5014	9B56	娵
5015	9B57	娶
5016	9B58	婢
5017	9B59	婪
5018	9B5A	媚
5019	9B5B	媼
5020	9B5C	媾
5021	9B5D	嫋
5022	9B5E	嫂
5023	9B5F	媽
5024	9B60	嫣
5025	9B61	嫗
5026	9B62	嫦
5027	9B63	嫩
5028	9B64	嫖
5029	9B65	嫺
5030	9B66	嫻
5031	9B67	嬌
5032	9B68	嬋
5033	9B69	嬖
5034	9B6A	嬲
5035	9B6B	嫐
5036	9B6C	嬪
5037	9B6D	嬶
5038	9B6E	嬾
5039	9B6F	孃
5040	9B70	孅
5041	9B71	孀
5042	9B72	孑
5043	9B73	孕
5044	9B74	孚
5045	9B75	孛
5046	9B76	孥
5047	9B77	孩
5048	9B78	孰
5049	9B79	孳
5050	9B7A	孵
5051	9B7B	學
5052	9B7C	斈
5053	9B7D	孺
5054	9B7E	宀
5056	9B80	它
5057	9B81	宦
5058	9B82	宸
5059	9B83	寃
5060	9B84	寇
5061	9B85	寉
5062	9B86	寔
5063	9B87	寐
5064	9B88	寤
5065	9B89	實
5066	9B8A	寢
5067	9B8B	寞
5068	9B8C	寥
5069	9B8D	寫
5070	9B8E	寰
5071	9B8F	寶
5072	9B90	寳
5073	9B91	尅
5074	9B92	將
5075	9B93	專
5076	9B94	對
5077	9B95	尓
5078	9B96	尠
5079	9B97	尢
5080	9B98	尨
5081	9B99	尸
5082	9B9A	尹
5083	9B9B	屁
5084	9B9C	屆
5085	9B9D	屎
5086	9B9E	屓
5087	9B9F	屐
5088	9BA0	屏
5089	9BA1	孱
5090	9BA2	屬
5091	9BA3	屮
5092	9BA4	乢
5093	9BA5	屶
5094	9BA6	屹
5095	9BA7	岌
5096	9BA8	岑
5097	9BA9	岔
5098	9BAA	妛
5099	9BAB	岫
5100	9BAC	岻
5101	9BAD	岶
5102	9BAE	岼
5103	9BAF	岷
5104	9BB0	峅
5105	9BB1	岾
5106	9BB2	峇
5107	9BB3	峙
5108	9BB4	峩
5109	9BB5	峽
5110	9BB6	峺
5111	9BB7	峭
5112	9BB8	嶌
5113	9BB9	峪
5114	9BBA	崋
5115	9BBB	崕
5116	9BBC	崗
5117	9BBD	嵜
5118	9BBE	崟
5119	9BBF	崛
5120	9BC0	崑
5121	9BC1	崔
5122	9BC2	崢
5123	9BC3	崚
5124	9BC4	崙
5125	9BC5	崘
5126	9BC6	嵌
5127	9BC7	嵒
5128	9BC8	嵎
5129	9BC9	嵋
5130	9BCA	嵬
5131	9BCB	嵳
5132	9BCC	嵶
5133	9BCD	嶇
5134	9BCE	嶄
5135	9BCF	嶂
5136	9BD0	嶢
5137	9BD1	嶝
5138	9BD2	嶬
5139	9BD3	嶮
5140	9BD4	嶽
5141	9BD5	嶐
5142	9BD6	嶷
5143	9BD7	嶼
5144	9BD8	巉
5145	9BD9	巍
5146	9BDA	巓
5147	9BDB	巒
5148	9BDC	巖
5149	9BDD	巛
5150	9BDE	巫
5151	9BDF	已
5152	9BE0	巵
5153	9BE1	帋
5154	9BE2	帚
5155	9BE3	帙
5156	9BE4	帑
5157	9BE5	帛
5158	9BE6	帶
5159	9BE7	帷
5160	9BE8	幄
5161	9BE9	幃
5162	9BEA	幀
5163	9BEB	幎
5164	9BEC	幗
5165	9BED	幔
5166	9BEE	幟
5167	9BEF	幢
5168	9BF0	幤
5169	9BF1	幇
5170	9BF2	幵
5171	9BF3	并
5172	9BF4	幺
5173	9BF5	麼
5174	9BF6	广
5175	9BF7	庠
5176	9BF8	廁
5177	9BF9	廂
5178	9BFA	廈
5179	9BFB	廐
5180	9BFC	廏
5184	9C40	廖
5185	9C41	廣
5186	9C42	廝
5187	9C43	廚
5188	9C44	廛
5189	9C45	廢
5190	9C46	廡
5191	9C47	廨
5192	9C48	廩
5193	9C49	廬
5194	9C4A	廱
5195	9C4B	廳
5196	9C4C	廰
5197	9C4D	廴
5198	9C4E	廸
5199	9C4F	廾
5200	9C50	弃
5201	9C51	弉
5202	9C52	彝
5203	9C53	彜
5204	9C54	弋
5205	9C55	弑
5206	9C56	弖
5207	9C57	弩
5208	9C58	弭
5209	9C59	弸
5210	9C5A	彁
5211	9C5B	彈
5212	9C5C	彌
5213	9C5D	彎
5214	9C5E	弯
5215	9C5F	彑
